year,value
1960,0.6439635478877049
1960,1.4026407782743702
1960,5.11424433505303
1960,1.16200250398713
1960,0.952728672424787
1960,4.2519809612359705
1960,5.76282921702225
1960,0.27443003864542204
1960,0.119892056425893
1960,7.528170707682309
1960,7.862713709873071
1960,1.33339501076359
1960,0.9003519079943149
1960,0.0983118113538991
1960,0.8254139853319851
1960,0.371185546733614
1960,0.96910107445172
1960,0.8603734042353021
1960,0.8764201203934591
1960,15.5255287984268
1960,7.2834292505557
1960,0.359324382928478
1960,0.602429672100995
1960,0.24384420849057
1960,0.545417280631294
1960,0.5460063707268521
1960,1.28825642964868
1960,3.0961439779552298
1960,0.0460678750472635
1960,1.25819492789657
1960,0.5537635781093431
1960,0.10435710106389
1960,0.6706168504599399
1960,2.3674730316466697
1960,8.58293664258675
1960,4.37331882803344
1960,3.74983109033472
1960,3.54286435160399
1960,0.7463127993279458
1960,9.94159407412845
1960,0.47795107963679
1960,0.0663541178309111
1960,3.5513738738738705
1960,0.272037722985901
1960,0.6470677922743101
1960,4.0781790406355
1960,2.83390112126359
1960,0.009111896549617741
1960,0.108750667272979
1960,0.0410123777385943
1960,0.0506135841847797
1960,10.7708472869716
1960,1.39837295029872
1960,0.058535378426751994
1960,0.0183191478307438
1960,1.75304482040082
1960,1.17038137226978
1960,0.995718607042166
1960,0.0582890023949304
1960,0.152228066100193
1960,0.22068981166774
1960,0.368614042168214
1960,0.132972287870922
1960,1.91845183023581
1960,1.54890745624676
1960,6.50268309283578
1960,0.4822923143144099
1960,0.183301119701413
1960,0.31615533392288303
1960,0.38803396202174106
1960,0.593007187357662
1960,0.224301883132089
1960,0.0872696983519426
1960,0.0158922186581343
1960,1.71225121111306
1960,0.494050327543387
1960,3.40984672774319
1960,5.79350794502963
1960,0.469628472266691
1960,0.264452942673016
1960,0.0498329840811678
1960,0.219944425111071
1960,1.12892048165296
1960,6.882676923076921
1960,0.244844815882307
1960,0.326049925440121
1960,0.114804748571104
1960,0.0297449574712812
1960,1.16985867265013
1960,0.0739819355639705
1960,0.30766910399019504
1960,0.960982310797388
1960,4.54446524112109
1960,6.913193297413058
1960,0.26816140743122
1960,0.243805291731486
1960,1.70687730649309
1960,1.1338396783762
1960,3.95272679063848
1960,3.05985184624554
1960,2.1784447715823
1960,0.9026791233656408
1960,2.5165375193571804
1960,0.8819917061611371
1960,0.29949688110701
1960,0.5018372506344261
1960,29.788198288301395
1960,0.0380547788054779
1960,1.4302894244476398
1960,0.14729352663628198
1960,0.4831134774316591
1960,36.685183297767296
1960,0.299423758865248
1960,0.0783828044674529
1960,0.0229895910314549
1960,1.04434542949012
1960,0.0427304613305056
1960,0.272514942723982
1960,1.65338228937023
1960,1.35471693769008
1960,0.29535798822471504
1960,0.251537177721152
1960,0.12646343570247
1960,0.008021720313673791
1960,6.3991796202037
1960,10.908164556962
1960,4.8670697360654405
1960,0.299609059805172
1960,0.0086404030145982
1960,0.0753488473116664
1960,3.65856369820612
1960,0.31516476401196003
1960,1.52189250881926
1960,0.8803979790347809
1960,0.0913507514399145
1960,0.159948309685733
1960,0.8123766401474771
1960,0.31724902764329804
1960,6.74036258180107
1960,0.928578089430729
1960,3.7205605698704303
1960,2.90381202054338
1960,0.0362521749327748
1960,0.135008513967509
1960,0.17120846626721695
1960,0.655055537216211
1960,0.260810810810811
1960,0.32775572821390303
1960,0.846367832847425
1960,0.0933324283738727
1960,0.030598466104093
1960,5.62971769372269
1960,1.60659271055656
1960,0.228261115602264
1960,0.214875871633103
1960,0.163157250753607
1960,0.135902060582102
1960,0.12978371368493
1960,1.4922337329121398
1960,0.0945013787356865
1960,6.576406584350702
1960,3.66436597885029
1960,0.701817876199955
1960,0.0822614345738593
1960,0.13558589866445406
1960,0.0417623898063477
1960,0.178587662337662
1960,3.0425760859701003
1960,0.409210934392178
1960,0.6104728366277989
1960,0.0621231426070875
1960,0.118785902474841
1960,11.1507591603053
1960,15.999779156588499
